Name,Day and Time,Address,Phone Number,Latitude,Longitude
Church of Pentecost,Saturday: Open 10:00 AM  Close 1:00 PM,"2530 Wharton St, Philadelphia, PA, USA",215-372-7307,39.9364704,-75.1863183
Centre D'Adoration Chretienne,Tuesday: Open 7:30 PM Close 8:30 PM  /,"4520 Benner St, Philadelphia, PA, USA",215-543-2589,40.0199517,-75.0592082
Association of Former Gang Members & Friends,Wednesday: Open 10:30 AM Close 12:30 PM 10:30 AM - 12:30 PM,"1644 W Susquehanna Ave, Philadelphia, PA, USA",215-980-1151,39.9867824,-75.1606976
"The Reid Foundation, Inc. @ Always Independent",Wednesday: Open 8:00 AM Close 12:00 PM,"9150 Marshall St, Philadelphia, PA, USA",484-684-9867,40.0722588,-75.0323244
Mitzvah Food Program @ Northeast,Tuesday: Open 1:00 PM Close 6:30 PM Wednesday: Open 10:00 AM Close 3:30 PM Thursday: Open 10:00 AM Close 3:30 PM Friday: Open 10:00 AM Close 1:00 PM,"10100 Jamison Avenue, Philadelphia, PA, USA",215-832-0620,40.1017813,-75.0209412
Kingdom Life Christian Center,Second Wednesday of the Month: Open 10:00 AM Close 11:30 AM Fourth Wednesday of the Month: Open 10:00 AM Close 11:30 AM,"6325 Frankford Avenue, Philadelphia, PA, USA",445-247-0097,40.027891,-75.0586138
Jerusalem French Church,Tuesday: Open 11:00 AM Close 1:30 PM,"537 East Wyoming Avenue, Philadelphia, PA, USA",267-825-3091,40.0205814,-75.1148374
10th St. Market (North10),Tuesday: Open 10:00 AM Close 1:00 PM Thursday: 10:00 AM Close 1:00 PM,"3890 North 10th Street, Philadelphia, PA, USA",267-908-9000,40.0116838,-75.1443295
Consortium Community Mental Health Center,Second Tuesday of the Month: Open 10:00 AM Close 1:00 PM Fourth Tuesday of the Month: Open 10:00 AM Close 1:00 PM,"137 South 58th Street, Philadelphia, PA, USA",267-259-0648,39.9589735,-75.2372257
Salvation Army Pottstown Cupboard,Tuesday: Open 1:00 PM Close 2:00 PM Thursday: Open 1:00 PM Close 2:00 PM,"137 King Street, Pottstown, PA, USA",610-326-1621,40.2469792,-75.6516313
Pottstown Cluster of Religious Communities,Tuesday: Open 10:30 AM Close 12:30 PM Wednesday: Open 10:30 AM Close 12:30 PM Thursday: Open 10:30 AM Close 12:30 PM Friday: Open 10:30 AM Close 12:30 PM,"57 N Franklin St, Pottstown, PA, USA",610-970-5995,40.2462983,-75.6441174
North Hills Community Center,"Thursday: Open 9:00 AM Close 11:00 AM 
 (215) 628-3002","212 Girard Avenue, North Hills, PA, USA",,40.116453,-75.172585
Salvation Army Norristown Cupboard,Tuesday: Open 11:00 AM Close 1:30 PM,"533 Swede Street, Norristown, PA, USA",610-275-4183,40.1166437,-75.3434892
Mattie N Dixon Community Cupboard- Ambler,Monday: Open 9:15 AM Close 11:15 AM Wednesday: Open 9:15 AM Close 11:15 AM,"150 North Main Street, Ambler, PA, USA",215-628-3002,40.1562959,-75.2264567
Jenkintown United Methodist Church,Tuesday: Open 5:30 PM Close 7:00 PM Saturday: Open 11:00 AM Close 1:00 PM,"328 Summit Avenue, Jenkintown, PA, USA",215-886-7250,40.0930944,-75.1303893
Haws Avenue Food Pantry & Haws Avenue Soup Kitchen,Third Tuesday of the Month: Open 6:00 PM Close 7:00 PM Fourth Saturday of the Month: Open 10:00 AM Close 12:00 PM Monday: Open 11:30 AM Close 12:30 PM Sunday: Open 1:00 PM Close 2:30 PM,"800 W Marshall St, Norristown, PA, USA",610-275-1283,40.121608,-75.351776
Church of the Brethren/Hatfield,First Tuesday of the Month: Open 12:00 PM Close 1:30 PM Third Tuesday of the Month: Open 12:00 PM Close 1:30 PM Third Saturday of the Month: Open 10:00 AM Close 11:00 AM Fourth Monday of the Month: Open 6:30 PM Close 7:30 PM,"1333 Cowpath Road, Hatfield, PA, USA",215-872-3761,40.2711675,-75.2854205
New Bethany Baptist Church,Second Saturday of the Month: Open 12:00 PM Close 2:00 PM Fourth Saturday of the Month: Open 12:00 PM Close 2:00 PM,"1415-17 South 23rd Street, Philadelphia, PA, USA",215-336-4166,39.9212601,-75.1855028
OCCCDA,First Thursday of the Month: Open 10:00 AM Close 2:00 PM Second Thursday of the Month: Open 10:00 AM Close 2:00 PM Third Thursday of the Month: Open 10:00 AM Close 2:00 PM Fifth Thursday of the Month: Open 10:00 AM Close 2:00 PM,"900 E Howell St., Building B, Philadelphia, PA, USA",215-288-8504,39.989402,-75.127232
On a Mission,Saturday: Open 10:00 AM Close 1:00 PM,"433 North 64th Street, Philadelphia, PA, USA",267-721-6234,39.9701195,-75.2469965
Reconciliation and Liberty Bible Church,Saturday: Open 10:00 AM  Close 12:00 PM,"6027 Chestnut Street, Philadelphia, PA, USA",267-237-1763,39.9607248,-75.2420466
Family Support Circle,Second Thursday of the Month: Open 12:00 PM Close 4:00 PM Fourth Thursday of the Month: Open 12:00 PM Close 4:00 PM,"2059 Chelten Avenue, Philadelphia, PA, USA",215-335-5857,40.0518699,-75.1540786
The Charles Foundation,First Monday of the Month: Open 10:00 AM Close 1:00 PM Third Monday of the Month: Open 10:00 AM Close 1:00 PM,"605 N 52nd St, Philadelphia, PA, USA",208-740-3649,39.9697487,-75.2251907
Philadelphia Baptist Church,Second Wednesday of the Month: Open 10:00 AM Close 2:00 PM Fourth Wednesday of the Month: Open 10:00 AM Close 2:00 PM,"5447-49 Haverford Avenue, Philadelphia, PA, USA",267-266-2850,39.9670676,-75.2297729
Triumphant Faith International Worship Center,First Saturday of the Month: Open 10:00 AM Close 12:00 PM Third Saturday of the Month: Open 10:00 AM Close 12:00 PM,"5316 Rising Sun Ave, Philadelphia, PA, USA",215-324-7376,40.0309822,-75.118056
Young Chances Foundation,Second Thursday of the Month: Open 1:00 PM to 6:00 PM Fourth Thursday of the Month: Open 1:00 PM to 6:00 PM Second Friday of the Month: Open 1:00 PM to 6:00 PM Fourth Friday of the Month: Open 1:00 PM to 6:00 PM,"2703 Tasker Street, Philadelphia, PA, USA",267-585-2923,39.9333615,-75.1898461
Geiger Memorial Brethren Church,Second Thursday of the Month: Open 10:00 AM Close 12:00 PM Third Thursday of the Month: Open 10:00 AM Close 12:00 PM Fourth Thursday of the Month: Open 10:00 AM Close 12:00 PM Fifth Thursday of the Month: Open 10:00 AM Close 12:00 PM,"2543 W Lehigh Ave, Philadelphia, PA, USA",215-229-2967,39.9965721,-75.1736766
Women Walking in Victory,Tuesday: Open 12:00 PM Close 1:00 PM,"2441 North 29th Street, Philadelphia, PA, USA",215-908-5286,39.9930837,-75.1793363
First Haitian Church of God of Prophecy,First Friday of the Month: Open 10:30 AM Close 12:30 PM Third Friday of the Month: Open 10:30 AM Close 12:30 PM  and,"2061 East Chelten Avenue, Philadelphia, PA, USA",267-971-8886,40.0518723,-75.1541359
Courtyard Apartments at Riverview,First Wednesday of the Month: Open 3:00 PM Close 5:00 PM Third Wednesday of the Month: Open 3:00 PM Close 5:00 PM,"1021 South 4th Street, Philadelphia, PA, USA",215-551-7091,39.9348958,-75.150111
Men Who Care of Germantown Inc,Saturday: Open 10:00 AM Close 2:00 PM,"180 E Tulpehocken St, Philadelphia, PA, USA",267-335-4786,40.0450376,-75.1766343
Bethel Bilingual Seventh-Day Adventist Church,Monday: Open 9:00 AM Close 1:00 PM,"169 W Wyoming Ave, Philadelphia, PA, USA",267-979-3718,40.0219408,-75.1269476
Umoja Community Fridge at North Philly Peace Park,24/7,"2226 West Jefferson St Philadelphia, PA 19121",,39.9775739,-75.1724319
Bethany Indonesian Church,Thursday: Open 9:30 AM Close 10:30 AM,"1709 South Broad St Philadelphia, PA 19148",215-833-2923,39.9288677,-75.1682998
Feast for Friends,Tuesday: Open 9:30 AM Close 11:30 AM,"6001 Colgate St Philadelphia, PA 19111",215-921-1689,40.044758,-75.1003613
John Welsh School,Wednesday: Open 8:00 AM Close 10:00 AM,"2331 N 4th St Philadelphia, PA 19133",215-400-7130,39.9868061,-75.1392415
Kingdom Restoration Ministries,Third Saturday of the Month: Open 11:00 AM Close 1:00 PM,"5310 N 8th St Philadelphia, PA 19120",267-336-7815,40.0331772,-75.1367873
Mi Salud Wellness Center,Monday: Open 5:30 PM Close 7:00 PM Wednesday Open 5:30 PM Close 7:00 PM,"200 E Wyoming Ave Philadelphia, PA 19120",215-220-4421,40.0210161,-75.1222344
Project HOME,Monday: Open 10:30 AM Close 12:30 PM Third Tuesday of the Month: Open 5:00 PM Close 7:00 PM Third Wednesday of the Month: Open 5:00 PM Close 7:00 PM Wednesday: Open 10:30 AM Close 12:30 PM Thursday Open 10:30 AM Close 12:30 PM,"1845 N 23rd St Philadelphia, PA 19121",215-235-3110,39.9831913,-75.1716659
Richard and Friends United in the Community,Monday: Open 1:00 PM Close 6:00 PM Tuesday: Open 1:00 PM Close 6:00 PM Wednesday: Open 1:00 PM Close 6:00 PM Thursday: Open 1:00 PM Close 6:00 PM Friday: Open 1:00 PM Close 6:00 PM,"1921 E Venango St Philadelphia, PA 19134",267-679-0884,39.9995641,-75.1022137
The Word in Action International Ministries,Tuesday: Open 11:00 AM Close 4:00 PM Wednesday: Open 11:00 AM Close 4:00 PM Thursday: Open 11:00 AM Close 4:00 PM Friday: Open 11:00 AM Close 4:00 PM,"1539 W Courtland Street Philadelphia, PA 19140",215-324-7665,40.023357,-75.150581
Urban Creators,Wednesday: Open 3:00 PM Close 5:00 PM,"2315 N 11th St Philadelphia, PA 19133",917-921-1248,39.9875974,-75.1502346
Wynne Senior Residences - Penrose,Thursday: Open 9:30 AM Close 4:00 PM,"2001 N 54th St Philadelphia, PA 19131",267-419-6921,39.986776,-75.232074
Association of Former Gang Members,Wednesday: Open 10:30 AM Close 12:30 PM,"1644 W Susquehanna Ave Philadelphia, PA 19121",215-980-1151,39.9867824,-75.1606976
Stephen and Sandra Sheller 11th St. Family Health Services,Monday: Open 9:00 AM Close 12:00 PM Tuesday: Open 1:00 PM Close 3:00 PM Wednesday: Open 9:00 AM Close 12:00 PM Thursday: Open 1:00 PM Close 3:00 PM Friday: Open 9:00 AM Close 12:00 PM,"850 N 11th St Philadelphia, PA 19123",215-769-1100,39.9680153,-75.1551727
Feast of Justice (Castor Ave),Saturday: Open 12:00 PM Close 2:00 PM,"6334 Castor Ave Philadelphia, PA 19149",215-268-3510,40.0387608,-75.0782057
St. John Memorial Baptist Church,Monday: Open 8:00 AM Close 12:00 PM,"2853 Germantown Ave Philadelphia, PA 19133",215-423-2221,39.9954216,-75.1471557
Rising Sun Health Center,Tuesday: Open 9:30 AM Close 2:00 PM Wednesday: Open 9:30 AM Close 2:00 PM,"5675 N Front St Philadelphia, PA 19120",445-216-9766,40.0373228,-75.1184627
Small Things Market at Emmanuel (inside of Resurrection Church),Saturday: Open 11:30 AM Close 12:30 PM,"123 S 17th St Philadelphia, PA 19103",215-559-9212,39.9505705,-75.1684104
48th Street Mount Pleasant Baptist Church,Second Saturday of the Month: Open 9:30 AM Close 11:30 AM Fourth Saturday of the Month: Open 9:30 AM Close 11:30 AM ,"5539 Vine St Philadelphia, PA 19139",215-474-4906,39.9657383,-75.2312713
Abiding Truth Ministries,Saturday: Open 10:00 AM Close 12:00 PM,"846 S 57th St Philadelphia, PA 19143",215-476-7225,39.9479753,-75.2377353
Anchor of Hope,Thursday: Open 10:00 AM Close 3:00 PM Friday Open 10:00 AM Close 3:00 PM,"53 E Wister St Philadelphia, PA 19144",,40.0309287,-75.1644025
Bethany AME Church,First Tuesday of the Month: Open 9:00 AM Close 1:00 PM Third Tuesday of the Month: Open 9:00 AM Close 1:00 PM ,"8898 Ashton Rd Philadelphia, PA 19136",215-464-8381,40.058924,-75.026325
Better Tomorrows - Jackie's Garden,Wednesday: Open 11:00 AM Close 2:00 PM,"1836 N 20th St Philadelphia, PA 19121",215-236-0738,39.982046,-75.167059
Bless Philadelphia Corporation,Third Thursday of the Month: Open 11:00 AM Close 12:00 PM Sunday: Open 1:00 PM Close 1:30 PM,"4610 Devereaux St Philadelphia, PA 19135",267-908-4982,40.0201997,-75.0564206
Breaking Bread on Broad,Wednesday: Open 8:15 AM Close 10:30 AM,"615 N Broad St Philadelphia, PA 19123",215-627-6747,39.9637089,-75.1604908
Bryn Mawr Avenue New Testament Church of God,Monday: Open 6:00 PM Close 8:00 PM Thursday: Open 6:00 PM Close 8:00 PM,2227 Bryn Mawr Ave Philadelphia PA 19131,215-879-8262,39.9911921,-75.226466
Calvary Agape Outreach Service,Wednesday: Open 10:00 AM Close 2:00 PM Thursday Open 10:00 AM Close 2:00 PM,"6114 Haverford Ave Philadelphia, PA 19151",215-310-5784,39.9709894,-75.2414104
Campbell AME Church,Wednesday: Open 10:00 AM Close 12:00 PM,"1657 Kinsey St Philadelphia, PA 19124",215-288-2748,40.0132486,-75.0847575
Casa Del Carmen,Monday: Open 8:30 AM Close 12:00 PM Tuesday: Open 8:30 AM Close 12:00 PM Wednesday: Open 8:30 AM Close 12:00 PM,"4400 N Reese St Philadelphia, PA 19140",267-331-2473,40.0188324,-75.1350077
Chelten Christian Crusade,Tuesday: Open 2:00 PM Close 4:30 PM Thursday: Open 2:00 PM Close 4:30 PM,"605 E Chelten Ave Philadelphia, PA 19144",215-849-6614,40.0435158,-75.1673538
Chosen 300 Ministries Inc.,Monday: Open 6:00 PM Close 7:30 PM Tuesday: Open 1:00 PM Close 2:30 PM Wednesday: Open 6:00 PM Close 7:30 PM Friday: Open 6:00 PM Close 7:30 Sunday: Open 11:30 AM Close 1:00 PM,"3959 Lancaster Ave Philadelphia, PA 19104",215-765-9806,39.9630435,-75.2020054
Christ Apostolic Church of America WOSEM,Sunday: Open 8:00 AM Close 1:00 PM,"6438 Vine St Philadelphia, PA 19139",,39.967651,-75.249148
Church of Christian Compassion,Monday: Open 12:00 PM Close 3:00 PM,"6012 Cedar Ave Philadelphia, PA 19143",215-472-9040,39.9523951,-75.2431318
Eddie's House - The Cornerstone,Thursday: Open 10:00 AM Close 11:00 AM,"2321 N Broad St Philadelphia, PA 19132",215-307-3273,39.98876,-75.1550198
Enon Tabernacle,Monday: Open 10:00 AM Close 12:00 PM Tuesday: Open 10:00 AM Close 12:00 PM Wednesday: Open 10:00 AM Close 12:00 PM Thursday: Open 10:00 AM Close 12:00 PM,"230 W Coulter St Philadelphia, PA 19144",215-276-7200,40.0283692,-75.1752098
Episcopal Community Services,Monday: Open 10:00 AM Close 2:00 PM Tuesday: Open 10:00 AM Close 2:00 PM Wednesday: Open 10:00 AM Close 2:00 PM Thursday Open 10:00 AM Close 2:00 PM Friday: Open 10:00 AM Close 2:00 PM,"6006 W Girard Ave Philadelphia, PA 19151",215-528-5400,39.9697068,-75.2399822
Faith Assembly of God,Tuesday: Open 10:00 AM Close 12:00 PM Wednesday: Open 10:00 AM Close 12:00 PM Thursday: Open 10:00 AM Close 12:00 PM Friday: Open 10:00 AM Close 12:00 PM ,"1926-1940 Margaret St Philadelphia, PA 19124",,40.013374,-75.077834
Faith Temple Pentecostal Church,Tuesday: Open 10:00 AM Close 12:00 PM ,"5618 Kingsessing Ave Philadelphia, PA 19143",215-229-3608,39.93611,-75.224798
First Church Worship Center,Tuesday: Open 10:00 AM Close 1:00 PM,"2509 N 30th St Philadelphia, PA 19132",,39.9943322,-75.1805461
Freedom Development Corporation,Tuesday: Open 11:00 AM Close 1:00 PM,"6100 W Columbia Ave Philadelphia, PA 19151",215-477-0800,39.9806619,-75.2430061
Giving of Self Partnership,Monday: Open 10:00 AM Close 12:00 PM Wednesday: Open 10:00 AM Close 12:00 PM Friday: Open 10:00 AM Close 12:00 PM,"6101 Limekiln Pike Philadelphia, PA 19141",215-927-6100,40.0466471,-75.1488211
Grace Community Christian Center,Tuesday: Open 10:00 AM Close 1:00 PM Wednesday: Open 10:00 AM Close 1:00 PM Thursday: Open 10:00 AM Close 1:00 PM Friday: Open 10:00 AM Close 1:00 PM,"29 W Johnson St Philadelphia, PA 19144",215-848-2700,40.0456245,-75.1829449
Grace Lutheran Church,Wednesday: Open 1:00 PM Close 5:30 PM,"3529 Haverford Ave Philadelphia, PA 19104",215-222-3570,39.9639576,-75.1942264
Greater Philadelphia Asian Social Service Center,Second Monday of the Month: Open 9:00 AM Close 1:30 PM Second Tuesday of the Month: Open 9:00 AM Close 1:30 PM Fourth Monday of the Month: Open 9:00 AM Close 1:30 PM Fourth Tuesday of the Month: Open 9:00 AM Close 1:30 PM,"4943 N 5th St Philadelphia, PA 19120",215-456-1662,40.0269393,-75.1324369
Haitian Evangelical Baptist Church,Tuesday: Open 11:00 AM Close 1:00 PM Thursday Open 11:00 AM Close 1:00 PM Friday Open 11:00 AM Close 1:00 PM,"814 E Chelten Ave Philadelphia, PA 19138",215-842-3782,40.0457402,-75.164152
Holsey Temple CME Church,Tuesday: Open 11:00 AM Close 1:00 PM,"5305-5315 Germantown Ave Philadelphia, PA 19144",215-848-2210,40.03222,-75.16915
Holy Temple Community Center,Third Thursday of the Month: Open 10:30 AM Close 1:45 PM,"363 N 60th St Philadelphia, PA 19139",215-476-4999 ,39.9679607,-75.2394253
Iglesia de Dios Pentecostal,Tuesday: Open 10:00 AM Close 1:00 PM Friday: Open 10:00 AM Close 1:00 PM,"516 W. Butler Street Philadelphia, PA 19140",,40.0089271,-75.1372672
Lifeway Baptist Church,Tuesday: Open 7:30 AM Close 12:00 PM Wednesday : Open 7:30 AM Close 12:00 PM Thursday: Open 7:30 AM Close 12:00 PM Friday: Open 7:30 AM Close 12:00 PM ,"9554 Bustleton Ave Philadelphia, PA 19115",215-941-9639,40.0870264,-75.0361233
Lutheran Settlement House Senior Center,Tuesday: Open 9:00 AM Close 3:00 PM Wednesday: Open 9:00 AM Close 3:00 PM Thursday: Open 9:00 AM Close 3:00 PM Friday: Open 9:00 AM Close 3:00 PM,"1340 Frankford Ave Philadelphia, PA 19125",215-426-8610,39.9714117,-75.1346558
Masjidullah Center for Human Excellence,Monday: Open 10:00 AM Close 12:00 PM Tuesday: Open 10:00 AM Close 12:00 PM ,"7401 Limekiln Pike Philadelphia, PA 19138",215-621-7800,40.0675686,-75.1584189
Mount Tabor CEED Corporation,Monday: Open 12:00 PM Close 1:00 PM,"961-971 N 7th St Philadelphia, PA 19123",,39.965703,-75.148927
Mount Zion United Holy Church,Wednesday: Open 11:00 AM Close 1:00 PM,"4110 Haverford Ave Philadelphia, PA 19104",215-349-6734,39.9623997,-75.2061021
New Jerusalem Laura,Friday: Open 1:00 PM Close 3:00 PM,"2011 W Norris St Philadelphia, PA 19121",215-763-8806,39.9846092,-75.1668722
North Light Community Center,Monday: Open 10:30 AM Close 11:30 AM Friday: Open 10:30 AM Close 11:30 AM,"175 Green Ln Philadelphia, PA 19127",215-483-4800,40.028623,-75.2245948
One Day at a Time Haven II,Tuesday: Open 11:00 AM Close 3:00 PM,"2532 N Broad St Philadelphia, PA 19132",,39.9913984,-75.1552632
Page Academy CDC,Tuesday: Open 11:00 AM Close 1:00 PM Thursday: Open 11:00 AM Close 1:00 PM,"1524 W Champlost Ave Philadelphia, PA 19141",215-237-7115,40.0446199,-75.1456816
Philadelphia Episcopal Cathedral,Monday: Open 9:30 AM Close 11:30 AM,"19 S 38th St Philadelphia, PA 19104",,39.9545872,-75.1984562
Police Athletic League Center - Ford,Fourth Thursday of the Month: Open 1:30 PM Close 2:30 PM,"609 Snyder Ave Philadelphia, PA 19148",,39.9228032,-75.156869
Provision of Grace World Mission Church,Tuesday: Open 1:30 PM Close 3:30 PM Thursday: Open 1:30 PM Close 3:30 PM,"1950 W Rockland St Philadelphia, PA 19141",,40.0285899,-75.1560703
Refuge Evangelical Baptist Church,Tuesday: Open 12:00 PM Close 2:00 PM,"1100 Oak Ln Philadelphia, PA 19126",,40.0546907,-75.1366118
Remnant Church of God,Monday: Open 3:00 PM Close 5:00 PM,"7708-7712 Ogontz Ave Philadelphia, PA 19150",,40.070847,-75.15749
Resurrection Community Church,Wednesday: Open 9:30 AM Close 2:30 PM,"6200 Dicks Ave Philadelphia, PA 19142",,39.922508,-75.223604
River of Life Philadelphia,First Tuesday of the Month: Open 11:00 AM Close 1:00 PM Third Tuesday of the Month: Open 11:00 AM Close 1:00 PM ,"701 E Cornwall St Philadelphia, PA 19134",,39.99934,-75.1167623
Saint Luke's Episcopal Church,Tuesday: Open 9:00 AM Close 10:30 AM Friday: Open 9:00 AM Close 10:30 AM,"5421 Germantown Ave Philadelphia, PA 19144",215-844-8544,40.033801,-75.1709901
Saint Michael's Lutheran Church,Thursday: Open 11:00 AM Close 12:00 PM,"2139 E Cumberland St Philadelphia, PA 19125",,39.9823931,-75.1245881
Saint Paul's Baptist Church,Wednesday: Open 11:00 AM Close 2:00 PM,"1000 Wallace St Philadelphia, PA 19123",,39.963925,-75.154194
Salvation Army West Philadelphia Corps,Wednesday: Open 10:00 AM Close 2:30 PM Thursday Open 10:00 AM Close 2:30 PM Sunday: Open 1:00 PM Close 2:00 PM,"5501 Market St Philadelphia, PA 19139",215-474-1010,39.9621438,-75.2315291
Star of Hope Baptist Church,Tuesday: Open 11:00 AM Close 1:00 PM,"7212 Keystone St Philadelphia, PA 19135",,40.0272443,-75.0340979
The Sunday Love Project,Monday: Open 9:00 AM Close 12:00 PM Tuesday: Open 9:00 AM Close 12:00 PM Wednesday: Open 9:00 AM Close 12:00 PM Thursday: Open 9:00 AM Close 12:00 PM Friday: Open 9:00 AM Close 12:00 PM,"3200 Kensington Ave Philadelphia, PA 19134",,39.9964906,-75.1134652
Truth Baptist Church,Tuesday: Open 10:00 AM Close 12:00 PM Sunday: Open 8:00 AM Close 5:00 PM,"4666-4668 N 15th St Philadelphia, PA 19140",,40.0059706,-75.1536389
Two Ladies of Christ,Sunday: Open 8:00 AM Close 5:00 PM,"4125 Ludlow St Philadelphia, PA 19104",,39.9567968,-75.2048327
Ujima Friends Peace Center,Second Saturday of the Month: Open 9:00 AM Close 12:00 PM,"1701 W Lehigh Ave Philadelphia, PA 19132",267-761-4944,39.994625,-75.159508
Waters Memorial Community Center,Second Tuesday of the Month: Open 4:00 PM Close 6:00 PM Wednesday Open 4:00 PM Close 6:00 PM,"1016-1018 South St Philadelphia, PA 19147",215-923-4056,39.9420217,-75.1523396
Wharton Wesley Helping Hands,Fourth Wednesday of the Month: Open 9:00 AM Close 12:00 PM,"5341 Catharine St Philadelphia, PA 19143",,39.9493889,-75.2299018
Locke School,Monday: Open 1:00 PM Close 3:00 PM Wednesday: Open 1:00 PM Close 3:00 PM Friday: Open 1:00 PM Close 3:00 PM ,"4550 Haverford Ave Philadelphia, PA 19139",,39.9625463,-75.2123663
Small Things Philly Market,Wednesday: Open 11:00 AM Close 3:00 PM Friday: Open 9:00 AM Close 12:00 PM Saturday: Open 10:00 AM Close 1:00 PM,"3510 A St. Philadelphia, PA 19134",267-702-0134,40.0031007,-75.1264119
George Washington High School Pantry,Wednesday: Open 11:00 AM Close 2:00 PM,"10175 Bustleton Ave Philadelphia, PA 19116",267-432-3625,40.1059112,-75.0260003
Brand New Life Christian Center,Saturday: Open 11:00 AM Close 1:00 PM,"6301 Germantown Ave Philadelphia, PA 19144",215-844-0790,40.0437972,-75.1805171
Eastwick United Methodist Church,"Monday: Open 9:00 AM Close 1:30 PM
Tuesday: Open 9:00 AM Close 2:00 PM
Wednesday: Open 10:00AM Close 1:00PM","8325 Lindbergh Blvd Philadephia, PA 19153",215-365-6352,39.897759,-75.252353
Ezekiel Baptist Church,Thursday: Open 8:30 AM Close 11:00 AM,"5701 Grays Ave Philadelphia, PA 19143",,39.9317655,-75.2199552
Good Samaritan Baptist Church,Wednesday: Open 8:30 AM Close 1:00 PM,"6148-6150 Lansdowne Ave Philadelphia, PA 19151",,39.973746,-75.258277
Kitchen of Love,"Wednesday: Open 8:30 AM Close 10:00 AM
Thursday: Open 8:30 AM Close 10:00 AM
Friday: Open 8:30 AM Close 10:00 AM","8500 Pickering Ave Philadelphia, PA 19150",,40.0811003,-75.1750672
The Simple Way,"Monday: Open 9:30 AM Close 12:00 PM
Tuesday: Open 9:30 AM Close 12:00 PM
Wednesday: Open 9:30 AM Close 12:00 PM","3234 Potter St Philadelphia, PA 19134",215-423-3598,39.9978509,-75.1121619
Grace Tabernacle Christian Church,Thursday: Open 11:00 AM Close 1:00 PM,"1519 S 52nd St Philadelphia, PA 19143",,39.93916,-75.2171227
Mount Hebron Baptist Church,First Thursday of the Month: Open 10:30 AM Close 12:45 PM Third Thursday of the Month: Open 10:30 AM Close 12:45 PM,"1419 Wharton St Philadelphia, PA 19146",267-441-6680,39.934362,-75.168608
Mizpah SDA,Tuesday: Open 9:30 AM Close 12:30 PM,"4355 Paul St Philadelphia, PA 19124",215-535-5995,40.0111331,-75.0865414
Upper Room Missionary Baptist Church,"Monday: Open 10:00 AM Close 12:00 PM
Tuesday: Open 9:00 AM Close 11:00 PM
Wednesday: Open 8:30 AM Close 10:00 AM
Thursday: Open 9:30 AM Close 12:00 PM
Friday: Open 9:00 AM Close 11:00 AM","7236 Ogontz Ave Philadelphia, PA 19138","215-549-7311 
267-593-4989",40.0647396,-75.1551748
Keep It Real CDC,"Monday: Open 7:30 AM Close 12:00 PM
Tuesday: Open 7:30 AM Close 12:00 PM
Wednesday: Open 7:30 AM Close 12:00 PM
Thursday: Open 7:30 AM Close 12:00 PM","5900 Lansdowne Ave Philadelphia, PA 19151",,39.9759102,-75.2386662
Salvation Army Temple,"Monday: Open 8:00 AM Close 4:00 PM
Tuesday: Open 8:00 AM Close 4:00 PM
Wednesday: Open 8:00 AM Close 4:00 PM
Thursday: Open 8:00 AM Close 4:00 PM
Friday: Open 8:00 AM Close 4:00 PM","1340 Brown St Philadelphia, PA 19123",,39.967873,-75.1594531
Roxborough Presbyterian Church,Thursday: Open 10:00 AM Close 12:00 PM,"8232 Ridge Ave Philadelphia, PA 19128",215-483-2762,40.0590162,-75.2377451
Feast of Justice (Tyson Ave),"Tuesday: Open 9:00 AM Close 11:00 AM Open 11:00 AM Close 12:00 PM
Wednesday: Open 10:00 AM Close 12:00 PM Open 4:00 PM Close 7:00 PM
Thursday: Open 10:00 AM Close 12:00 PM","3101 Tyson Ave Philadelphia, PA 19149",215-268-3510,40.0369988,-75.0518396
Mighty Writers West,"Monday: Open 12:00 PM Close 1:30 PM
Tuesday: Open 12:00 PM Close 1:30 PM
Wednesday: Open 12:00 PM Close 1:30 PM
Thursday: Open 12:00 PM Close 1:30 PM
Friday: Open 12:00 PM Close 1:30 PM","3520 Fairmount Ave Philadelphia, PA 19104",215-387-1066,39.9660517,-75.1938578
Mighty Writers North,"Monday: Open 12:00 PM Close 2:00 PM
Tuesday: Open 12:00 PM Close 2:00 PM
Wednesday: Open 12:00 PM Close 2:00 PM
Thursday: Open 12:00 PM Close 2:00 PM
Friday: Open 12:00 PM Close 2:00 PM","2300 Master Street Philadelphia, PA 19121",610-263-5379,39.976302,-75.17359
Mighty Writers El Futuro,Monday: Open 11:30 AM Close 1:00 PM Tuesday: Open 11:30 AM Close 1:00 PM Wednesday: Open 11:30 AM Close 1:00 PM Thursday: Open 11:30 AM Close 1:00 PM Friday: Open 11:30 AM Close 1:00 PM,"1025 S. 9th St. Philadelphia, PA 19147",215-602-0236,39.9369146,-75.1581952
New Era Baptist Church,Thursday: Open 9:00 AM Close:10:00 AM,"6618 Wyncote Ave Philadelphia, PA 19138",,40.0555542,-75.1540156
North10,Tuesday: Open 1:00 PM Close 3:00 PM Thursday: Open 1:00 PM Close 3:00 PM,"3890 N. 10th St., 2nd Fl Philadelphia, PA 19140",267-908-9000,40.0116838,-75.1443295
FAWN Food Pantry at Tilden Middle School,Friday: Open 9:30 AM Close 2:00 PM,"6601 Elmwood Ave Philadelphia, PA 19142",445-216-9766,39.9211734,-75.2316282
